x,u,r,p
8.73747e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.75752e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.77756e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.79760e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.81764e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.83768e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.85772e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.87776e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.89780e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.91784e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.93788e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.95792e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.97796e-01,0.00000e+00,1.25000e-01,1.00000e-01
8.99800e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.01804e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.03808e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.05812e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.07816e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.09820e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.11824e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.13828e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.15832e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.17836e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.19840e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.21844e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.23848e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.25852e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.27856e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.29860e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.31864e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.33868e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.35872e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.37876e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.39880e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.41884e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.43888e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.45892e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.47896e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.49900e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.51904e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.53908e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.55912e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.57916e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.59920e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.61924e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.63928e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.65932e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.67936e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.69940e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.71944e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.73948e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.75952e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.77956e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.79960e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.81964e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.83968e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.85972e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.87976e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.89980e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.91984e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.93988e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.95992e-01,0.00000e+00,1.25000e-01,1.00000e-01
9.97996e-01,0.00000e+00,1.25000e-01,1.00000e-01
1.00000e+00,0.00000e+00,1.25000e-01,1.00000e-01
